Temperature,EC,PH,Salinity,DO
17.4,0.2,8.45,0.13,9.6
16.7,0.42,8.38,0.27,10.1
24.9,0.36,8.62,0.23,8.6
16.4,0.27,8.2,0.18,10
21.4,0.33,8.36,0.21,8.8
27.3,0.42,8.19,0.27,7.5
19.9,0.25,8.54,0.16,9.6
20.7,0.27,8.3,0.18,9.9
26.4,0.42,7.7,0.27,5.9
20,0.32,8.5,0.21,9.8
25.9,0.3,7.9,0.19,8.2
25.1,0.35,7.6,0.22,9.1
21.2,0.45,8.4,0.29,9
19.6,0.4,8.3,0.25,9
22.8,0.22,8.4,0.14,9.7
14.5,0.15,8.1,0.09,8.7
23.8,0.42,8.2,0.27,10.3
27.2,0.32,8.1,0.21,7.6
21.2,0.19,6.9,0.12,6.3
24,0.22,8.5,0.14,9.6
27.1,0.42,8.4,0.27,8
26.2,0.4,8.1,0.25,7.9
19.8,0.42,8.7,0.27,9.8
22,0.22,8.1,0.14,10
18.7,0.22,8.2,0.14,9.9
20.6,0.47,8.6,0.3,10
24,0.24,8.53,0.15,9.6
21.8,0.23,8.61,0.15,9.5
25.6,0.32,7.8,0.21,9.7
14.5,0.22,8.1,0.14,10
24.6,0.2,8.1,0.13,8.8
26.9,0.32,8.4,0.21,8
27.3,0.43,8.22,0.28,7.9
22.3,0.22,8.3,0.14,9.8
19.4,0.25,8.46,0.16,9.7
23.8,0.38,8.66,0.24,8.6
21.9,0.27,8.4,0.17,9.8
27.1,0.39,8.33,0.25,6.8
21.6,0.49,8.48,0.31,9
17.8,0.45,8.2,0.29,9.2
25.7,0.24,7.2,0.16,3.6
26.4,1,6.9,0.64,4.9
10.9,0.21,8,0.14,9
20.7,0.4,8.1,0.25,9.2
20.9,0.25,8.6,0.16,8.4
24.6,0.4,8.1,0.25,9.2
26.3,0.5,8.2,0.32,7.7
23.3,0.25,8.2,0.16,8.8
27.3,0.42,7.7,0.27,8.2
26.5,0.44,8,0.28,6.2
27,0.32,8.3,0.2,8
26.2,0.42,7.4,0.27,4.6
18.8,0.32,8.5,0.2,9.8
23.1,0.35,8.2,0.22,9
22.7,0.35,8.3,0.22,8.9
23.6,0.2,8.2,0.13,8.7
14.5,0.2,8.2,0.13,8.7
23.8,0.45,8.2,0.29,9.2
21.7,0.32,8.6,0.2,9.7
23.8,0.25,8.4,0.16,8.6
15.9,0.22,8.2,0.14,9.9
13.8,0.22,8.2,0.14,9.9
20.5,0.22,8.8,0.14,9.3
22.9,0.24,4.6,0.15,8.8
23.8,0.42,8.2,0.27,10.3
22.1,0.15,8.1,0.1,8.7
23.9,0.27,8.34,0.17,8.7
22.4,0.24,8.44,0.15,9.7
18.6,0.35,8.1,0.22,9.1
26.3,0.45,8.1,0.29,8
21.9,0.35,8.2,0.22,9
15.3,0.37,8.2,0.24,10.2
24.4,0.25,8.4,0.16,8.6
20.4,0.32,8.1,0.2,10.2
20,0.5,8.4,0.32,9.1
26.9,0.37,8,0.24,8.5
27.2,0.32,8.1,0.2,7.7
17.8,0.27,8.5,0.17,9.7
21.2,0.25,8.3,0.16,8.7
17.2,0.4,8.36,0.26,10.1
26.2,0.3,7.14,0.19,6.1
19.5,0.31,8.17,0.2,10.1
18.7,0.26,4.4,0.16,8.8
18.1,0.2,8.36,0.13,9.7
27.4,0.42,8.09,0.27,7.2
26.1,0.31,7.37,0.2,5.3
20.7,0.28,4.02,0.18,8.8
25.8,0.18,7.06,0.11,5.1
18.8,0.47,8.44,0.3,9
25.4,0.49,7.5,0.31,6
25.7,0.59,8.6,0.38,9.2
26.4,0.17,7.3,0.11,8.6
25.7,0.23,7.3,0.15,3.7
24.1,0.35,8.2,0.22,9
23.8,0.25,8.4,0.16,8.6
26.7,0.12,7.7,0.07,8.2
23,0.23,6.4,0.15,6.2
27.3,0.54,8.1,0.34,8.1
19.6,0.25,8.5,0.16,8.5
15.6,0.27,8.4,0.17,9.8
25.2,0.5,8.4,0.32,9.9
27.2,0.37,8.2,0.23,7.8
27,0.51,8.2,0.32,8.3
16.2,0.32,8.2,0.2,10.1
27.1,0.53,8.2,0.34,8.2
23.5,0.15,8.1,0.1,8.7
17.2,0.27,8.4,0.17,9.8
27,0.66,8.1,0.42,8.4
25.7,0.53,8.4,0.34,9.4
26.1,0.33,7.1,0.21,5.1
23.1,0.35,8.3,0.22,8.9
26,0.3,8.1,0.19,7.8
27.3,0.53,8.1,0.34,8.1
27.3,0.37,8,0.23,8.1
27,0.53,8.4,0.34,8.1
27.3,0.61,8.1,0.39,8.1
18.5,0.32,8.5,0.2,9.8
25.2,0.15,7.28,0.1,8.6
14.6,0.22,8.1,0.14,10
20.5,0.27,8.3,0.17,9.9
25.8,0.64,8.8,0.41,8.9
16.9,0.42,8.2,0.27,10.3
26.7,0.12,7.5,0.07,8.2
27,0.27,8.2,0.17,8
24.1,0.25,8.1,0.16,8.9
14.8,0.47,8.4,0.3,10.2
19,0.31,8.48,0.2,9.8
21.9,0.49,8.48,0.31,9
22.3,0.5,8.39,0.32,9.1
12.1,0.3,8.2,0.19,8.9
21.5,0.35,4.5,0.22,9
16.2,0.28,8.33,0.18,9.9
18.9,0.09,8.14,0.06,9.7
25.6,0.42,7.32,0.27,0.6
17.7,0.22,8.2,0.14,9.9
24.4,0.41,8.62,0.26,8.7
25.6,0.1,7.63,0.06,8.1
27,0.39,8.44,0.25,7.4
24.5,0.31,8.68,0.2,9.6
26,0.2,7.52,0.13,6
26.5,0.45,7.7,0.29,6
27.1,0.32,8.2,0.2,7.8
18.8,0.2,6.8,0.13,6.2
22.3,0.45,8.5,0.29,8.9
12.2,0.42,8.1,0.27,10.4
16,0.42,8.4,0.27,10.1
17.1,0.37,8.4,0.23,10
27.4,0.41,8.1,0.26,7.4
22.1,0.35,8.3,0.22,8.9
18.7,0.4,8.1,0.26,9.2
22.1,0.2,8.1,0.13,8.8
23.1,0.25,8.4,0.16,8.6
18.1,0.21,8.1,0.14,10
17.2,0.3,8.1,0.19,9
17.8,0.27,8.4,0.17,9.8
25.9,0.25,7.9,0.16,8.1
22.6,0.25,4.4,0.16,8.8
20.1,0.4,8.2,0.26,9.1
16.1,0.46,8.5,0.3,10.1
24.7,0.25,8.5,0.16,8.5
23.4,0.2,8.2,0.13,8.7
21.5,0.35,8.2,0.23,9
21.2,0.4,8.1,0.26,9.2
22.3,0.24,4.5,0.15,8.8
18.9,0.21,8.29,0.13,9.8
20.1,0.25,8.1,0.16,8.9
12.9,0.25,8.2,0.16,8.8
23.1,0.35,8.2,0.23,9
21.4,0.4,8.4,0.26,8.9
22.9,0.35,8.3,0.23,8.9
21.5,0.2,8.3,0.13,8.6
16.5,0.31,8.1,0.2,10.2
22.7,0.35,8.2,0.22,9
26.4,0.45,7.3,0.29,5.4
26.7,0.27,7.6,0.17,8.5
26,0.35,8.2,0.23,8
19.1,0.46,8.3,0.3,10.3
24.8,0.4,8.2,0.26,9.1
21,0.32,8.4,0.2,9.9
26.6,0.48,7.05,0.31,6.3
25.8,0.4,7.97,0.26,8.5
24.3,0.3,8.3,0.19,8.8
17.6,0.26,8.3,0.17,9.9
21.8,0.35,8.19,0.22,9
23.8,0.49,6.92,0.31,2.3
18.4,0.38,8.06,0.24,9.2
22.5,0.23,8.25,0.15,8.7
26.8,0.23,8.34,0.15,8
14.4,0.24,8.38,0.15,8.6
22.9,0.22,8.24,0.14,8.7
24.3,0.2,8.4,0.13,8.5
22,0.28,8.36,0.18,8.7
18.5,0.17,8.21,0.11,9.8
16.3,0.27,8.52,0.18,9.7
18.6,0.36,8.1,0.23,10.3
22.5,0.13,6.8,0.08,8.9
24.7,0.25,8.3,0.16,8.7
26.2,0.35,7.7,0.23,5.3
27.5,0.55,8.1,0.35,6
18.5,0.4,8.2,0.26,9.1
19.9,0.4,8.1,0.26,9.2
26.4,0.31,7.7,0.2,8.9
17.1,0.4,8.3,0.26,9
27.3,0.41,8.2,0.26,7.9
21.5,0.23,4.6,0.15,8.8
22.5,0.15,8.1,0.1,8.7
19.7,0.26,8.6,0.17,9.6
19.7,0.16,8.4,0.1,9.6
25.9,0.13,7.2,0.09,6.2
25.9,0.3,7.9,0.19,8.2
21.2,0.21,8.5,0.14,9.6
17.9,0.17,6.9,0.11,9
20.9,0.36,8.3,0.23,10.1
21.3,0.45,8.3,0.29,9.1
24.5,0.26,8.3,0.17,9.9
20.3,0.45,8.3,0.29,9.1
24.5,0.25,8.7,0.16,8.3
21,0.45,8.5,0.29,8.9
18.4,0.31,8.5,0.2,9.8
17,0.41,8.3,0.26,10.2
20.1,0.45,8.4,0.29,9
21.5,0.47,8.52,0.3,10.1
25.8,0.16,7.34,0.1,5.3
23.3,0.24,8.38,0.16,8.6
20.4,0.25,8.19,0.16,8.8
23.5,0.44,8.58,0.28,8.8
18.1,0.31,8.49,0.2,9.8
19.3,0.37,3.44,0.23,8.9
27.5,0.49,8.16,0.31,7.7
25.4,0.21,7.6,0.13,9.7
21.8,0.31,8.5,0.2,9.8
24.8,0.41,8.7,0.26,9.8
27.2,1.16,8.1,0.74,4
20.2,0.41,8.2,0.26,10.3
21.5,0.36,8.5,0.23,9.9
26.6,0.16,7.9,0.1,8.4
24.6,0.18,4.6,0.11,8.7
25.2,0.15,7.9,0.1,8.6
22,0.45,8.3,0.29,9.1
26,0.59,8.4,0.38,5.9
20.4,0.45,8.2,0.29,9.2
26.8,0.26,8.4,0.17,8
25.3,0.44,7.8,0.28,6
19.8,0.36,8.7,0.23,9.7
24.5,0.21,8.1,0.13,8.8
19.2,0.31,8.5,0.2,9.8
22.7,0.35,8.4,0.23,8.8
24.3,0.26,9,0.17,9.2
20.8,0.45,8.2,0.29,9.2
21.5,0.23,6.6,0.14,6
22.5,0.35,8.5,0.23,8.7
19.9,0.45,8.4,0.29,9
27,0.36,8.4,0.23,8
23.8,0.25,8.3,0.16,8.7
24.3,0.25,8.7,0.16,8.3
22.7,0.11,8.1,0.07,8.6
22.4,0.47,8.22,0.3,9.2
24.2,0.36,8.5,0.23,8.7
21.3,0.21,8.3,0.13,9.8
26.1,0.27,7.4,0.17,5.7
18.5,0.5,6.4,0.32,8.4
20.5,0.26,8.5,0.17,9.7
21.8,0.2,8.2,0.13,8.7
23.2,0.3,8.4,0.19,8.7
13.6,0.36,8.3,0.23,10.1
21.8,0.26,8.6,0.16,8.4
16.1,0.41,8.7,0.26,9.8
22.1,0.31,8.4,0.2,9.9
21,0.41,8.31,0.26,9
20,0.21,8.2,0.13,9.9
22.8,0.25,8.49,0.16,9.7
28.4,0.57,8.18,0.36,8.1
24.6,0.2,8.28,0.12,8.6
18.4,0.43,8.45,0.28,8.9
19.9,0.35,8.2,0.23,9
24.7,0.46,8.11,0.29,9.3
27.3,0.4,8.19,0.26,7.8
28.2,0.71,8.18,0.45,8.3
16.3,0.17,8.23,0.11,9.8
20.9,0.24,8.76,0.15,9.4
27.1,0.26,8.1,0.17,7.4
25.3,0.1,7.89,0.07,8.4
19.7,0.24,4.42,0.16,8.8
26.2,0.11,7.56,0.07,8.7
22.6,0.24,8.56,0.15,9.6
26,0.11,7,0.07,8.9
27.1,0.36,8.3,0.23,7.8
15.4,0.46,8.1,0.29,10.5
21.8,0.26,8.5,0.16,9.7
25,0.21,8.7,0.13,9.4
26.4,0.11,7.4,0.07,8.5
16.4,0.41,8.2,0.26,10.3
23.7,0.36,8.3,0.23,10.1
20.4,0.24,4.5,0.15,8.8
17.6,0.21,8.1,0.13,10
22.7,0.26,8.6,0.16,8.4
27.2,0.6,8.29,0.38,9.2
27.2,0.44,8.37,0.28,8
25.2,0.26,7.32,0.16,8.8
27,0.21,7.98,0.13,8.1
20.6,0.46,8.5,0.29,8.9
20.8,0.26,4.2,0.16,8.8
25.4,0.31,8,0.2,8.7
12.5,0.28,8.24,0.18,8.8
25.9,0.25,7.37,0.16,4.7
17.9,0.28,8.44,0.18,9.8
27.5,0.43,8.04,0.27,7.5
26.3,0.38,7.62,0.24,5.6
24.5,0.3,8.28,0.19,8.8
21.7,0.35,8.39,0.22,8.8
19.6,0.36,8.5,0.23,9.9
22.9,0.27,8.83,0.17,9.4
20.8,0.37,8.13,0.24,10.3
26.4,0.37,7.3,0.24,6.3
18.6,0.3,8.5,0.19,9.8
17.2,0.45,8.4,0.29,10.2
19.8,0.41,8.3,0.26,9
23.1,0.21,8.3,0.13,8.6
26.4,0.39,7.4,0.25,6
22.8,0.36,8.4,0.23,8.8
16.9,0.46,8.2,0.29,9.2
16.6,0.18,4.5,0.12,8.7
20.7,0.29,6.4,0.18,5.3
21.2,0.23,4.5,0.15,8.8
26.1,0.41,8.2,0.26,6.6
21.3,0.22,4.6,0.14,8.8
25.8,0.26,8,0.16,8.2
24.3,0.26,8.2,0.17,8.8
15.6,0.25,8.2,0.16,10
20.7,0.21,8.1,0.13,8.8
20,0.29,4.4,0.18,8.9
17.5,0.31,8.3,0.2,8.8
20.6,0.24,4.4,0.15,8.8
22.4,0.35,8.8,0.23,9.6
24.4,0.18,8.14,0.11,8.7
27.3,0.45,8.29,0.29,7.7
25.2,0.37,7.45,0.23,6.4
20.6,0.26,4.1,0.17,8.8
25.7,0.26,7.2,0.17,8.3
21.3,0.26,8.3,0.17,8.7
18.6,0.22,4.6,0.14,8.8
26,0.16,6.92,0.1,8
27.4,0.43,8.15,0.27,8
18.1,0.24,8.38,0.16,9.8
19.1,0.4,8.28,0.25,9
27.2,0.39,8.28,0.25,8
17.4,0.32,8.43,0.2,9.9
15.2,0.36,8.32,0.23,10.1
20.9,0.42,8.32,0.27,9
21.2,0.32,8.22,0.2,8.9
19.4,0.09,8.38,0.06,9.5
14.2,0.47,8.53,0.3,10.1
27.7,0.5,8.6,0.32,8.4
17.9,0.2,8.3,0.13,9.8
27.9,0.65,8.3,0.42,8.5
24.6,0.4,8.3,0.26,10.2
23.6,0.21,8.8,0.13,8.1
25.9,0.36,7.6,0.23,8.3
28.3,0.63,8.1,0.41,8.3
24.1,0.46,8.2,0.29,9.2
28.1,0.56,8.1,0.36,8.5
25.7,0.16,7.2,0.1,4.4
27.7,0.61,8.2,0.39,8.8
27,0.55,8.3,0.35,9.4
20.4,0.19,6.6,0.12,6.4
25.6,0.7,8.1,0.45,11
26.6,0.3,7.3,0.19,8.7
28.5,0.54,8.1,0.35,8.1
27.4,0.86,8.4,0.55,8.9
25.3,0.15,7.4,0.1,9.7
20.3,0.36,8.2,0.23,9
22.8,0.37,8.34,0.24,10.1
17.9,0.43,8.24,0.27,9.1
20.8,0.36,8.4,0.23,8.8
27.3,0.54,8.1,0.34,9.3
14.3,0.21,8.2,0.13,8.7
27.6,0.64,8.1,0.41,9
28.2,0.74,8.4,0.47,8.1
28.3,0.61,8.2,0.39,8.2
28.3,0.71,8.2,0.46,8.2
27.9,0.66,8.5,0.42,8.3
20,0.36,8.2,0.23,9
14.9,0.35,8.3,0.22,10.1
19,0.25,8.7,0.16,9.5
21.4,0.41,8.11,0.26,9.2
21.9,0.35,8.49,0.22,9.9
23.8,0.48,8.76,0.31,9.9
16.8,0.29,8.38,0.19,9.9
17,0.21,8.22,0.13,9.9
15.9,0.2,8.28,0.13,8.6
19.9,0.24,8.58,0.15,9.6
17.6,0.26,8.41,0.16,9.8
26.4,0.41,7.6,0.26,5.7
21.1,0.35,8.29,0.22,10.1
23.1,0.2,8.5,0.13,9.6
21,0.26,8.3,0.17,8.7
22.9,0.35,8.2,0.22,10.2
17.3,0.4,8.3,0.25,10.2
25.8,0.31,8.3,0.2,7.8
25.8,0.31,8.3,0.2,7.8
20,0.15,8.4,0.1,9.6
21.2,0.41,8.2,0.26,9.1
27.1,0.4,8,0.25,8.4
23.4,0.3,8.8,0.19,9.5
22,0.3,8.8,0.19,9.5
21.2,0.23,4.4,0.15,8.8
15,0.11,6.9,0.07,8.9
21.6,0.06,6.9,0.04,8.8
16.2,0.35,8.4,0.22,10
20,0.31,4,0.2,8.9
23.5,0.21,8.3,0.13,8.6
21.8,0.36,8.3,0.23,8.9
25.8,0.2,7.3,0.13,4.5
15.6,0.4,8.2,0.25,10.3
23.7,0.26,8.3,0.17,8.7
17.7,0.2,8.2,0.13,9.9
19.6,0.41,8.2,0.26,9.1
21.4,0.46,8.7,0.29,8.7
26,0.34,4.3,0.22,6.7
19.2,0.25,8.8,0.16,9.4
21.6,0.28,4.4,0.18,8.9
21.4,0.36,8.4,0.23,8.8
27.1,0.45,8.5,0.29,7.9
20.9,0.33,8.34,0.21,8.8
26,0.48,8.43,0.3,8
21.4,0.23,8.13,0.14,8.8
16.3,0.15,8.1,0.1,9.9
24.4,0.26,8.2,0.17,8.8
27.3,0.4,8.2,0.26,8
27.4,0.44,8.18,0.28,7.8
19.9,0.14,8.19,0.09,9.8
24,0.21,8.3,0.13,8.6
19,0.25,8.51,0.16,9.7
22.6,0.48,8.06,0.31,4
27.3,0.45,8.31,0.29,7.9
25.7,0.21,7.74,0.13,8.2
19.5,0.26,8.1,0.17,8.9
24,0.17,8.64,0.11,9.4
17.1,0.4,8.3,0.25,10.2
18.3,0.46,8.2,0.3,9.2
27.2,0.35,8.2,0.22,8
21.4,0.41,8.2,0.26,9.1
15.1,0.45,8.3,0.28,10.3
24.7,0.31,8.4,0.2,8.7
22.3,0.36,8.4,0.23,8.8
23.3,0.35,8.6,0.22,9.8
19.7,0.41,8.1,0.26,9.2
24.6,0.21,6.9,0.13,5.8
23.9,0.36,8.3,0.23,8.9
19,0.36,8.1,0.23,9.1
24.7,0.3,8.4,0.19,9.9
17.5,0.3,8.4,0.19,9.9
23.5,0.36,8.2,0.23,9
16.4,0.2,8.3,0.13,9.8
26.8,0.3,8,0.19,8.5
21.5,0.3,8.7,0.19,9.6
20.5,0.25,8.7,0.16,9.5
24.2,0.31,8.4,0.2,8.7
22.2,0.2,8.4,0.13,9.7
11.8,0.53,8.29,0.34,10.4
15.4,0.39,8.18,0.25,10.3
18.6,0.35,8.08,0.22,9.1
20.9,0.24,8.58,0.15,9.6
23.3,0.21,8.2,0.14,8.7
21.5,0.21,8.2,0.14,8.7
25.7,0.16,7.6,0.1,8.1
27.4,0.4,8.1,0.25,7.8
23.8,0.21,8.2,0.14,8.7
24.6,0.21,8.1,0.14,8.8
20.8,0.36,8.3,0.23,8.9
20.7,0.46,8.5,0.3,8.9
23.5,0.35,8.6,0.22,9.8
19.8,0.25,8.18,0.16,8.8
20.2,0.43,8.04,0.28,9.3
20.3,0.15,8.11,0.1,9.9
20.8,0.35,8.08,0.23,9.1
23.9,0.36,8.32,0.23,10.1
21.6,0.43,8.34,0.28,9
23.2,0.24,8.15,0.15,8.8
21.5,0.45,8.17,0.29,9.2
20.8,0.44,8.36,0.28,9
26.6,0.1,7.42,0.06,8.3
23.8,0.24,8.35,0.15,8.6
26,0.29,8.06,0.19,8
22.3,0.37,8.22,0.24,9
18.7,0.2,8.1,0.13,10
20.8,0.42,8.22,0.27,9.1
19.9,0.35,8.27,0.22,8.9
21.7,0.36,8.2,0.23,9
23.3,0.31,8.3,0.2,8.8
26,0.42,7.5,0.27,2.9
16.8,0.34,8.3,0.22,10.1
20.5,0.29,8.1,0.19,10.2
22.1,0.29,8.5,0.19,9.8
27.1,0.34,8.3,0.22,7.8
25,0.41,8.5,0.26,8.8
25.4,0.5,6.8,0.32,6.2
26.6,0.24,7.3,0.16,8.6
24.8,0.34,8.6,0.22,9.8
27.3,0.39,8.2,0.25,7.9
20.4,0.19,8.1,0.12,10
19.7,0.36,8.2,0.23,9
23.9,0.21,8.4,0.14,8.5
23,0.41,8.4,0.26,8.9
26.4,0.42,7.4,0.27,5.5
16.2,0.19,8.3,0.12,9.8
26.3,0.32,7.52,0.2,6.2
20.9,0.23,8.18,0.15,10
14.6,0.19,8.2,0.12,9.9
22.2,0.34,8.7,0.22,9.7
22.6,0.26,8.1,0.17,8.9
20.4,0.4,8.27,0.25,9
20.2,0.41,8.4,0.26,8.9
21,0.42,3.08,0.27,9
25.3,0.11,7.81,0.07,8.4
23.5,0.47,8.52,0.3,8.9
27.5,0.91,8.12,0.58,5.9
18.5,0.37,8.45,0.24,10
22,0.26,8.74,0.17,9.5
17.9,0.23,8.58,0.15,9.6
26.9,0.3,8.42,0.19,8
27.4,0.45,8.21,0.29,7.4
25.8,0.22,4.5,0.14,8
26.1,0.37,8.1,0.23,7.6
23.1,0.36,8.2,0.23,9
15.8,0.22,8.3,0.14,8.6
14.6,0.34,8.2,0.22,10.2
21.9,0.41,8.4,0.26,8.9
22.1,0.31,8.3,0.2,8.8
18.9,0.21,6.9,0.13,5.7
20.8,0.26,8.1,0.17,8.9
27,0.39,8.5,0.25,7.8
20.6,0.41,8.3,0.26,9
20.1,0.21,8.7,0.14,8.2
25.3,0.45,7.4,0.28,6.1
24.6,0.27,8.3,0.17,8.7
23,0.44,8.4,0.28,10.2
12.9,0.26,8.2,0.17,8.8
18.4,0.47,8.1,0.3,9.3
24.9,0.39,8.2,0.25,10.3
23,0.42,8.5,0.27,8.8
21.7,0.21,8.2,0.14,8.7
20,0.37,8.3,0.23,8.9
26.4,0.38,7.6,0.24,6
19.9,0.31,8.2,0.2,8.9
21.9,0.14,8.29,0.09,9.7
18,0.23,8.57,0.14,9.6
23.6,0.34,8.3,0.22,10.1
25.4,0.27,8,0.17,8.6
22.8,0.37,8.3,0.23,8.9
22.7,0.29,8.4,0.19,9.9
23.6,0.16,8.2,0.1,8.6
17.5,0.46,8.3,0.3,9.1
21.1,0.41,8.3,0.26,9
18.3,0.37,8.2,0.23,9
19.6,0.41,8.2,0.26,9.1
18.7,0.47,8.3,0.3,9.1
18.9,0.41,8.1,0.26,9.2
25.3,0.83,8.07,0.53,10.1
22.3,0.41,8.48,0.26,8.8
24.4,0.37,8.11,0.24,9.1
25.8,0.2,7.04,0.13,4.4
27,0.81,8.17,0.52,8.3
21.4,0.34,8.15,0.22,9
19.4,0.38,8.22,0.24,9
23.5,0.26,6.8,0.17,5.1
18.9,0.24,8.5,0.15,9.7
24.6,0.42,8.4,0.27,8.9
26.5,0.46,7.4,0.29,5.6
23.2,0.47,8.5,0.3,8.9
27.1,0.34,8.3,0.22,7.8
25.9,0.19,7,0.12,5.2
27.2,0.29,8.1,0.18,8
22.8,0.29,8.8,0.18,9.5
25.9,0.21,7.4,0.14,4.9
19.6,0.27,8.2,0.17,8.8
17.4,0.34,8.3,0.22,10.1
21.2,0.24,8.8,0.15,9.4
23.9,0.42,8.1,0.27,9.2
25.7,0.32,7.7,0.2,8.4
17.9,0.42,8.2,0.27,9.1
27.5,0.44,8.1,0.28,7.5
18,0.29,8.5,0.18,9.8
23.8,0.21,8.28,0.13,8.6
19,0.24,8.21,0.15,10
19.8,0.18,8.32,0.11,8.5
22.1,0.27,8.3,0.17,8.7
20.3,0.47,8.3,0.3,9.1
21.7,0.37,8.3,0.23,8.9
20.4,0.22,8.1,0.14,8.8
24.9,0.39,8.5,0.25,10
24.6,0.21,8.38,0.13,8.5
27.4,0.39,8.1,0.25,7.5
26.3,0.38,7.4,0.24,5.3
26.6,0.09,7.64,0.06,8.3
24.3,0.45,8.34,0.29,6.3
18.2,0.3,8.53,0.19,9.8
21.8,0.27,8.2,0.17,8.8
18.5,0.26,6.7,0.16,9.2
27.2,0.29,8.1,0.18,7.8
19.8,0.32,8.1,0.2,9
25.3,0.46,7.6,0.29,6
21.8,0.37,8.2,0.23,9
21.3,0.42,8.3,0.27,9
16.1,0.24,6.9,0.15,9.2
27.3,0.44,7.5,0.28,8.3
19.8,0.42,8.7,0.27,8.6
18.9,0.44,8.4,0.28,10.2
25.9,0.29,7.3,0.18,3.9
24.4,0.37,8.2,0.23,9
23.8,0.49,8.6,0.31,10.1
19.4,0.29,8.3,0.18,10
27.4,0.44,8.2,0.28,7.2
19.5,0.34,8.3,0.21,10.1
15.3,0.29,8.3,0.18,10
21.8,0.34,8.45,0.22,8.7
23.4,0.28,8.59,0.18,9.7
23.8,0.47,8.81,0.3,8.6
27,0.35,8.42,0.22,7.8
21.6,0.29,8.25,0.19,8.8
28.3,0.58,8.13,0.37,8.3
24,0.28,8.59,0.18,9.7
27.5,0.49,8.21,0.31,7.6
16,0.39,8.04,0.25,9.2
18.6,0.34,8.3,0.21,10.1
24.5,0.21,8.54,0.13,9.6
15.4,0.33,8.4,0.21,10
19.9,0.38,8.4,0.24,10.1
21.3,0.32,8.3,0.2,8.8
27,0.33,7.2,0.21,8.4
26.1,0.24,7.3,0.15,5.8
23.4,0.32,8.2,0.2,8.9
14.2,0.28,8.1,0.18,10.2
23,0.22,8.3,0.14,8.6
15.4,0.25,6.8,0.16,9.2
14.8,0.28,8.4,0.18,9.9
25.4,0.22,8,0.14,8.5
19,0.47,8.2,0.3,9.2
17.1,0.47,8.3,0.3,9.1
24.5,0.12,8.1,0.08,8.6
21.9,0.23,8.7,0.15,9.5
24.9,0.32,8.3,0.2,8.8
16.4,0.28,8.3,0.18,10
18.7,0.47,8.3,0.3,9.1
21.4,0.47,8.5,0.3,8.9
24.1,0.18,8.5,0.12,9.6
16.9,0.23,8.5,0.15,9.7
17.4,0.43,8.2,0.28,10.4
22.5,0.47,8.4,0.3,9
27.3,0.38,8.2,0.25,6.9
26.4,0.45,7.6,0.29,5
13.2,0.48,8.4,0.31,10.3
26.4,0.35,7.5,0.22,6.3
25,0.22,8.4,0.14,8.5
23.6,0.28,8.7,0.18,9.6
26,0.22,7.68,0.14,5.4
22.7,0.41,8.28,0.26,9
22.5,0.34,8.34,0.22,8.8
19.7,0.34,8.02,0.22,10.4
24.9,0.28,8.39,0.18,9.9
18.9,0.26,8.56,0.17,9.7
23.3,0.3,8.37,0.19,8.7
24.1,0.29,8.45,0.19,8.6
22.3,0.27,8.58,0.18,9.7
19.5,0.41,8.46,0.26,10.1
23.4,0.47,8.4,0.3,9
20.1,0.27,8.47,0.17,9.8
20.2,0.23,8.02,0.15,8.9
19,0.3,6.9,0.19,4.4
23,0.27,6.9,0.17,4.8
18.4,0.23,8.6,0.15,9.6
17,0.32,8.2,0.2,8.9
25.2,0.43,7.3,0.28,5.7
19.6,0.18,8.1,0.12,10
21.9,0.32,8.2,0.2,8.9
24.2,0.22,8.2,0.14,8.7
20,0.42,8.2,0.27,9.1
24.6,0.23,8.8,0.15,9.4
26.2,0.41,7.4,0.26,4.2
27.6,0.48,8.1,0.31,7.7
22.6,0.17,8.1,0.11,8.7
27,0.23,7.9,0.15,8.2
22.1,0.36,3.8,0.23,9
21.3,0.27,8.1,0.17,8.9
16.7,0.38,8.3,0.24,10.2
17,0.28,8.2,0.18,10.1
24.3,0.32,8.4,0.2,8.7
21,0.37,8.2,0.24,9
22.6,0.38,8.2,0.24,10.3
21.5,0.22,8.1,0.14,8.8
22,0.32,8.3,0.2,8.8
26.6,0.56,8.44,0.36,9.7
19.3,0.23,8.21,0.14,8.7
27.3,0.38,8.2,0.24,8
17.9,0.18,8.3,0.12,9.8
23,0.32,8.1,0.2,9
21.2,0.23,8.5,0.15,9.7
26,0.42,8.3,0.27,7.8
20,0.33,8.7,0.21,9.7
26.4,0.56,8.34,0.36,10
22.2,0.23,8.9,0.15,9.3
20.4,0.28,8.49,0.18,9.8
27.4,0.54,8.24,0.34,9.1
23.4,0.25,8.64,0.16,9.6
19,0.25,8.64,0.16,9.6
24,0.32,8.3,0.21,8.8
23.1,0.47,8.5,0.3,8.9
21,0.27,8.1,0.17,8.9
23.7,0.27,8.3,0.17,8.7
19.1,0.43,8.3,0.27,10.3
17.9,0.37,8.2,0.24,9
22.7,0.27,8.4,0.17,8.6
16.4,0.23,8.3,0.15,9.9
16,0.28,8.4,0.18,9.9
15.1,0.33,8.4,0.21,10
26,0.32,8.1,0.21,7.4
20.8,0.39,3.3,0.25,9
26.5,0.39,7.4,0.25,6.4
23,0.42,8.4,0.27,8.9
22.4,0.18,8.5,0.11,9.6
