Temperature,EC,PH,DO,Score
23.3,509,7.4,6.1,73.11
23.3,1040,7.74,6,73.1
23.3,463,7.87,7.7,73.1
23.3,460,7.41,7.9,73.09
23.3,850,7.8,5.9,73.08
23.3,592,7.6,8.9,73.07
23.3,701,7.4,8.9,73.07
23.3,596,7.79,8.9,73.07
23.3,448,7.9,7.2,73.07
23.3,934,7.3,5.8,73.06
23.3,600,7.8,5.7,73.04
23.3,892,7.75,5.7,73.04
23.3,661,7.7,5.6,73.02
23.3,702,7.8,5.6,73.02
23.3,944,8,5.6,73.02
23.3,433,7.38,7.3,73.02
23.3,912,7.8,5.5,72.99
23.3,706,7.56,5.5,72.99
23.3,416,7.2,8,72.96
23.3,591,7.6,5.4,72.96
23.3,1290,7.9,5.4,72.96
23.3,720,7.6,5.3,72.93
23.3,676,8,5.2,72.89
23.3,558,7.7,9.2,72.89
23.3,1390,7.73,5.2,72.89
23.3,398,7.41,6.7,72.88
23.3,1340,7.46,5.1,72.86
23.3,1130,7.92,8.8,72.84
23.3,663,7.6,4.8,72.73
23.3,582,7.73,4.8,72.73
23.3,368,7.7,7,72.73
23.3,367,7.16,7,72.72
23.3,1240,7.78,4.7,72.69
23.3,353,7.9,7.8,72.64
23.3,354,8,6.9,72.64
23.3,557,7.9,9.3,72.62
23.3,661,8,9.3,72.62
23.3,340,7.41,7.3,72.55
23.3,688,7.6,4.4,72.54
23.3,823,7.7,4.1,72.38
23.3,314,7.3,7.2,72.37
23.3,1370,7.5,4,72.32
23.3,303,7.61,7.6,72.29
23.3,302,7.1,6.6,72.28
23.3,292,7,6.8,72.2
23.3,289,7.2,7.7,72.17
23.3,285,7.3,6.7,72.14
23.3,284,7.49,7.1,72.13
23.3,1310,7.8,3.6,72.07
23.3,1220,7.86,3.6,72.07
23.3,272,7.3,8,72.03
23.3,272,8,7.2,72.03
23.3,264,7,7.6,71.96
23.3,255,7,7.4,71.89
23.3,256,7.4,6.6,71.89
23.3,554,8,8.6,71.84
23.3,244,7.2,7.4,71.79
23.3,242,7.6,6.7,71.77
23.3,238,7,7.1,71.73
23.3,233,7.2,7.4,71.68
23.3,698,7.47,2.9,71.59
23.3,221,7.1,6.6,71.57
23.3,221,7.28,8,71.57
23.3,636,7.9,9.6,71.37
23.3,1050,2.7,7.5,71.29
23.3,1350,2.6,7.9,71.22
23.3,738,7.5,2.4,71.21
23.3,899,7.7,2.4,71.21
23.3,184,7.62,6.7,71.2
23.3,182,7.36,7.3,71.18
23.3,179,7.1,8,71.15
23.3,1320,7.76,2.3,71.13
23.3,174,7.48,7.7,71.1
23.3,590,7.9,8.5,71.03
23.3,166,7.5,6.5,71.02
23.3,164,7.4,7.1,71
23.3,159,7.5,6.8,70.95
23.3,157,7.2,7.7,70.92
23.3,157,7.4,6.6,70.92
23.3,152,7.4,7.3,70.87
23.3,147,7.2,8,70.82
23.3,142,7.2,7.9,70.76
23.3,138,7.1,7.9,70.72
23.3,116,7.3,7.5,70.48
23.3,103,7.4,8,70.33
23.3,1120,8,1.2,70.21
23.3,91,7.24,7.8,70.2
23.3,86,7.2,7,70.14
23.3,517,7.9,8.4,69.98
23.3,588,7.8,8.4,69.98
23.3,648,7.7,0.9,69.95
23.3,810,7.5,0.7,69.77
23.3,953,7.2,0.6,69.68
23.3,734,7.6,0.6,69.68
23.3,754,7.31,0.6,69.68
23.3,887,7.6,0.6,69.68
23.3,840,7.8,0.5,69.59
23.3,1040,7.5,0.4,69.5
23.3,1220,7.4,0.4,69.5
23.3,1220,8.24,7.5,67.76
23.3,556,7.8,8.2,67.1
23.3,940,7.9,8.2,67.1
23.3,502,8.1,8,65.24
23.3,717,8.1,7.9,65.24
23.3,516,8.02,7.1,63.54
23.3,1220,8.01,8,63.31
23.3,436,8,8.9,46.27
23.3,205,7.6,8.4,46.27
23.3,178,7.4,8.4,46.27
23.3,357,7.62,8.7,46.27
23.3,668,8.51,9.5,46.27
23.3,174,7.9,8.3,46.26
23.3,192,7.4,8.3,46.25
23.3,312,7.8,8.7,46.25
23.3,571,8.1,9.8,46.24
23.3,544,8.4,9.5,46.24
23.3,334,8,8.8,46.22
23.3,221,8,8.6,46.19
23.3,605,8.36,9.8,46.19
23.3,364,7.1,8.9,46.18
23.3,134,7.2,8.1,46.17
23.3,568,8.33,9.5,46.17
23.3,238,7.98,8.3,46.16
23.3,153,7.98,8.5,46.16
23.3,200,8,8.6,46.15
23.3,563,10,8.2,46.15
23.3,440,7.3,6,46.15
23.3,442,7.69,8.7,46.15
23.3,145,7.9,8.5,46.14
23.3,194,7.7,8.6,46.14
23.3,292,7.9,8.8,46.13
23.3,878,2.8,8.2,46.12
23.3,517,8.4,9.4,46.12
23.3,184,8,8.6,46.11
23.3,80,7.3,8.4,46.1
23.3,407,7.41,6.1,46.09
23.3,212,7.02,8.2,46.08
23.3,171,7.34,8.6,46.07
23.3,445,7.95,5.5,46.07
23.3,380,7.5,6.3,46.06
23.3,376,7.6,6.2,46.02
23.3,254,8,8.8,46.02
23.3,547,6.8,4.6,45.98
23.3,411,7.7,5.6,45.98
23.3,85,7.07,8.5,45.96
23.3,376,7.9,9.1,45.93
23.3,127,7.9,8.6,45.93
23.3,580,8.1,9.6,45.92
23.3,352,8.4,8,45.91
23.3,436,7.5,5,45.91
23.3,62,7.7,8.5,45.88
23.3,356,7.5,5.9,45.87
23.3,437,7.5,4.8,45.85
23.3,608,8.3,10.1,45.83
23.3,317,7.9,8.3,45.83
23.3,100,7.3,8.6,45.83
23.3,270,7.42,8.2,45.81
23.3,80,7.3,8.6,45.75
23.3,921,8.54,9.9,45.75
23.3,125,7.4,8.7,45.72
23.3,371,7.74,9.2,45.71
23.3,120,7.8,8.7,45.7
23.3,119,7.41,8.7,45.7
23.3,103,7.7,8.7,45.63
23.3,305,7.41,8.2,45.58
23.3,271,7.1,8.1,45.45
23.3,286,7.4,5.5,45.41
23.3,282,7.5,8.1,45.35
23.3,243,7.2,5.9,45.35
23.3,437,8,8.4,45.31
23.3,291,8.1,7.9,45.27
23.3,189,7.3,6.4,45.27
23.3,219,7.4,6,45.26
23.3,176,7.9,9,45.24
23.3,222,7.4,5.9,45.24
23.3,600,8.31,9.2,45.23
23.3,547,8.3,9.2,45.19
23.3,149,7.6,9,45.09
23.3,243,7.2,9.2,45.05
23.3,164,7.3,6.2,45.04
23.3,156,7.2,6.2,44.99
23.3,333,4.1,8,44.95
23.3,115,7.8,9,44.89
23.3,183,7.4,5.5,44.84
23.3,302,8,9.4,44.81
23.3,327,7.48,3.5,44.78
23.3,245,7.1,4.3,44.65
23.3,291,7.32,3.7,44.65
23.3,291,7.31,3.7,44.65
23.3,515,8.4,9,44.62
23.3,530,8.2,9.2,44.62
23.3,156,7.6,9.2,44.53
23.3,237,7.5,4.1,44.5
23.3,198,8,9.3,44.48
23.3,158,7.2,4.9,44.39
23.3,189,7.09,4.3,44.29
23.3,186,7.2,4.3,44.27
23.3,426,7.74,8.2,44.27
23.3,370,7.2,1.7,44.17
23.3,392,7.2,1.4,44.16
23.3,545,8.3,10.7,44.16
23.3,218,7.16,3.5,44.08
23.3,537,8.42,8.9,44.06
23.3,282,7.1,2.4,43.94
23.3,162,8,9.4,43.91
23.3,303,7.05,9.7,43.85
23.3,410,7.68,8.1,43.74
23.3,668,8.08,9.2,43.74
23.3,184,7.9,9.5,43.72
23.3,744,8.87,8.4,43.66
23.3,496,8.24,8,43.46
23.3,376,8,10,43.31
23.3,494,8,8.2,43.13
23.3,446,7.6,10.2,43.1
23.3,132,7.72,9.6,43
23.3,316,7.02,0.1,42.94
23.3,285,7.1,0.4,42.89
23.3,305,7.3,0.1,42.86
23.3,309,7.6,10,42.84
23.3,501,8.1,6.2,42.45
23.3,761,8.4,8.7,41.92
23.3,560,8.3,8.8,41.92
23.3,470,7.1,10.7,41.47
23.3,582,8.4,8.6,40.6
23.3,231,7.35,10.8,39.4
23.3,669,8.2,8.7,39.03
23.3,524,8.3,8.6,39.03
23.3,467,7.9,11.7,37.94
23.3,691,8.3,8.5,37.17
23.3,532,8.3,8.5,37.17
23.3,569,8.26,8.5,36.34
23.3,556,8.34,8.4,35.91
23.3,641,8.5,13.1,35.33
23.3,580,8.2,8.5,35
23.3,534,8.8,14.6,30.78
23.3,520,8.38,8.1,28.9
23.3,540,8.1,8.3,26.16
23.3,594,8.2,8.2,26.16
23.3,548,8.28,8.1,25.42
23.3,1450,7.6,7.8,24.79
23.3,1610,7.53,7.6,20.75
23.3,1960,7.3,6.6,19.92
23.3,2090,7.6,7.9,19.82
23.3,2460,7.2,7.5,19.68
23.3,2490,7.7,7.3,19.67
23.3,2920,7.48,7.2,19.6
23.3,4040,7.55,7.6,19.52
23.3,6780,7.7,6.5,19.46
23.3,9240,7.5,6.6,19.44
23.3,12400,7.9,7.1,19.43
23.3,33000,8,6.6,19.42
23.3,488,8.57,9.4,19.41
23.3,312,8.4,9.2,19.41
23.3,42100,7.97,6.6,19.41
23.3,417,8.6,9.2,19.4
23.3,321,8.4,9.3,19.4
23.3,294,8.54,9,19.4
23.3,241,8.3,9.1,19.39
23.3,154,8.5,8.7,19.38
23.3,287,8.61,9.1,19.37
23.3,368,8.1,9.8,19.35
23.3,253,8.25,9.1,19.35
23.3,469,8.58,9.2,19.35
23.3,136,8.1,9,19.33
23.3,489,8.3,9.9,19.31
23.3,317,8.5,8.9,19.27
23.3,173,8.1,9,19.25
23.3,373,8.1,9.4,19.25
23.3,251,8.7,9.1,19.24
23.3,488,8.6,9.1,19.21
23.3,139,8.1,8.9,19.21
23.3,259,8.64,9.2,19.21
23.3,386,8.4,9.7,19.2
23.3,343,8.2,9.2,19.2
23.3,323,8.36,9,19.2
23.3,395,8.4,9.1,19.19
23.3,264,8.24,9,19.19
23.3,356,8.2,9.2,19.15
23.3,210,8.2,8.9,19.14
23.3,248,8.6,9.3,19.11
23.3,244,8.44,9.5,19.04
23.3,247,8.41,8.7,19
23.3,202,8.1,8.9,18.96
23.3,134,8.26,8.6,18.95
23.3,470,6.1,4.2,18.9
23.3,328,8.4,8.8,18.82
23.3,331,8.1,9.1,18.8
23.3,200,8.14,8.8,18.8
23.3,283,8.6,8.5,18.79
23.3,88,8.1,8.6,18.76
23.3,312,8.34,8.8,18.73
23.3,248,8.2,8.8,18.69
23.3,243,8.38,8.6,18.66
23.3,345,8.6,9.8,18.6
23.3,211,8.2,8.7,18.6
23.3,313,8.3,8.8,18.59
23.3,303,8.37,8.7,18.55
23.3,448,8.51,10.2,18.39
23.3,290,8.3,8.7,18.38
23.3,248,8.2,8.7,18.32
23.3,206,8.2,8.6,18.25
23.3,315,8.4,8.6,18.17
23.3,458,8.18,9.1,18.14
23.3,197,8.22,8.5,17.95
23.3,439,8.2,9,17.93
23.3,329,8.36,8.6,17.82
23.3,151,8.2,8.4,17.8
23.3,211,8.2,8.5,17.69
23.3,334,8.32,10.5,17.64
23.3,254,8.25,8.5,17.47
23.3,284,8.1,8.7,17.41
23.3,415,8.46,8.6,17.4
23.3,271,8.88,10,17.19
23.3,277,8.04,8.7,17.1
23.3,282,8.05,8.7,17.1
23.3,285,8.25,8.5,17.06
23.3,1420,7.56,0.5,16.99
23.3,274,8.28,8.4,16.7
23.3,346,8.22,8.6,16.67
23.3,391,8.2,8.7,16.59
23.3,224,8.16,8.4,16.54
23.3,183,8.8,10.2,16.45
23.3,479,8.4,11.2,16.43
23.3,452,8.1,8.9,16.41
23.3,307,8.09,8.6,16.24
23.3,154,8.86,10.2,16.15
23.3,418,8.3,8.6,16.13
23.3,380,8.22,8.6,16.1
23.3,312,8.27,8.4,15.97
23.3,331,8.2,8.5,15.89
23.3,391,8.2,8.6,15.7
23.3,366,8.6,11.2,15.35
23.3,412,8.2,8.6,15.27
23.3,426,8.2,8.6,14.97
23.3,414,8.36,8.4,14.79
23.3,395,8.2,8.5,14.53
23.3,326,8.9,11.2,14.4
23.3,455,8.4,8.4,14.29
23.3,309,8.1,8.4,14.19
23.3,417,8.3,8.4,13.98
23.3,1440,7.7,3.6,12.56
23.3,489,8.2,8.5,11.86
23.3,485,8.38,8.3,11.66
23.3,1450,2.7,7.5,11.51
23.3,474,8.1,8.5,10.63
23.3,392,8.2,8.2,9.94
23.3,158,8.91,13.5,8.86
23.3,370,8.08,8.2,8.33
23.3,1640,2.6,7.6,7.96
23.3,1700,7.4,0.9,7.75
23.3,1720,7.3,6.4,7.71
23.3,1900,7.3,5.4,7.43
23.3,1980,7.2,0.6,7.36
23.3,2120,7.23,8.3,7.28
23.3,2300,7.63,6.2,7.21
23.3,455,8.1,8.3,7.16
23.3,2730,7.3,0.8,7.13
23.3,2890,7,0.7,7.11
23.3,2880,7.36,4.7,7.11
23.3,3050,7,1.4,7.09
23.3,3300,7.54,4.3,7.07
23.3,3420,7.04,6.3,7.06
23.3,4050,7.7,1.9,7.03
23.3,4740,7.3,5,7.01
23.3,5100,7.3,5.7,7.01
23.3,6830,7.28,5.7,6.99
23.3,8340,7.4,0.4,6.98
23.3,6860,7.93,5.4,6.98
23.3,8540,7.54,1.7,6.97
23.3,9930,7.34,3.4,6.97
23.3,9270,7.34,3.8,6.97
23.3,16000,7.6,6.2,6.96
23.3,12700,7.5,5.5,6.96
23.3,15100,7.26,4.4,6.96
23.3,17500,7.6,2.9,6.95
23.3,36100,7.7,1.1,6.95
23.3,26700,7.6,1.1,6.95
23.3,45000,7.7,2.7,6.95
23.3,22200,7.5,5,6.95
23.3,17600,7.6,1.2,6.95
23.3,40800,7.8,5.5,6.95
23.3,44600,7.9,5.7,6.95
23.3,27000,7.2,6.2,6.95
23.3,40800,7.9,5,6.95
23.3,40200,7.9,5.6,6.95
23.3,45700,8.1,7.2,6.95
23.3,28400,7.8,5.5,6.95
23.3,22300,7.68,1.5,6.95
23.3,19400,7.39,5.4,6.95
23.3,28500,7.7,4.1,6.95
23.3,24500,8.09,7.1,6.95
23.3,28700,8.12,7.3,6.95
23.3,51800,8.1,6.7,6.94
23.3,51800,8.2,6.7,6.94
23.3,470,8.2,8.2,6.42
23.3,475,8.2,8.2,6.16
23.3,384,8.11,8.1,5.95
23.3,435,8.2,8.1,5.63
23.3,483,8.1,8.2,2.86
23.3,1530,2.6,8.2,-9.21
23.3,1570,8.1,4.5,-9.56
23.3,1580,5.7,5.5,-9.63
23.3,4070,8.6,5.8,-10.69
23.3,29800,8.1,6.2,-10.76
23.4,543,7.6,7.2,100
23.4,534,8,7.6,100
23.4,535,7.4,7.9,100
23.4,903,7.6,7.1,100
23.4,614,7.8,7.4,100
23.4,518,7.6,7.2,100
23.4,876,7.8,7.9,100
23.4,932,7.8,7.4,100
23.4,878,7.5,7.9,100
23.4,726,8,7.8,100
23.4,1080,7.6,7.4,100
23.4,1000,7.6,6.8,100
23.4,732,7.5,7.3,100
23.4,628,8,6.9,100
23.4,1400,8,6.8,100
23.4,865,8,7.9,100
23.4,615,7.5,7.7,100
23.4,596,7.8,6.9,100
23.4,558,7.4,6.8,100
23.4,648,8,7,100
23.4,784,7.2,7.8,100
23.4,548,8,7.5,100
23.4,731,7.82,7.2,100
23.4,680,7.98,7.7,100
23.4,520,7.34,6.9,100
23.4,665,7.38,7.7,100
23.4,613,7.52,7.4,100
23.4,1140,7.78,7.6,100
23.4,1360,7.65,6.5,100
23.4,518,7.45,7,100
23.4,527,7.92,9,73.14
23.4,587,7.94,9,73.14
23.4,554,8,6.4,73.13
23.4,502,7.3,6.3,73.13
23.4,545,7.6,6.3,73.13
23.4,486,7.2,6.5,73.13
23.4,1370,7.6,6.2,73.12
23.4,961,7.6,6.2,73.12
23.4,628,7.9,6.2,73.12
23.4,959,7.9,6.2,73.12
23.4,919,7.4,6.2,73.12
23.4,698,7.9,6.1,73.11
23.4,469,7.3,7.2,73.11
23.4,757,7.82,6.1,73.11
23.4,461,7.8,7.7,73.1
23.4,520,7.2,6,73.1
23.4,842,7.9,5.9,73.08
23.4,451,7.7,6.9,73.07
23.4,506,7.8,8.9,73.07
23.4,1020,7.7,5.8,73.06
23.4,668,7.22,5.8,73.06
23.4,438,7.4,6.8,73.04
23.4,842,7.76,5.7,73.04
23.4,603,7.28,5.6,73.02
23.4,433,7.54,7.7,73.02
23.4,430,7.2,7.1,73.01
23.4,430,7.6,8,73.01
23.4,402,7.7,7.2,72.9
23.4,552,7.4,9.2,72.89
23.4,397,7.45,7.4,72.88
23.4,928,7.8,5.1,72.86
23.4,521,8,5.1,72.86
23.4,1060,7.9,5,72.82
23.4,1190,7.49,5,72.82
23.4,789,7.82,5,72.82
23.4,702,7.7,4.9,72.78
23.4,539,7.29,4.9,72.78
23.4,374,7.5,7,72.76
23.4,597,7.3,4.8,72.73
23.4,366,7.8,8,72.72
23.4,361,7.48,6.8,72.69
23.4,356,7.72,6.5,72.66
23.4,701,7.74,4.5,72.59
23.4,1320,7.5,4.4,72.54
23.4,1330,7.97,4.4,72.54
23.4,326,7.07,6.6,72.46
23.4,1300,7.7,4.2,72.44
23.4,691,7.3,8.7,72.44
23.4,514,7.9,8.7,72.44
23.4,592,7.55,4.2,72.44
23.4,322,7.2,7.2,72.43
23.4,524,7.8,4.1,72.38
23.4,877,7.8,3.9,72.26
23.4,560,7.74,9.4,72.26
23.4,635,7.63,3.7,72.14
23.4,273,7.3,6.8,72.04
23.4,1250,7.8,3.4,71.94
23.4,1400,7.5,3.3,71.87
23.4,725,7,8.6,71.84
23.4,241,7.8,7.6,71.76
23.4,235,7.4,6.8,71.7
23.4,230,7.5,7.3,71.66
23.4,224,7.9,7.7,71.6
23.4,993,7.8,2.9,71.59
23.4,221,7.6,7.2,71.57
23.4,220,7.26,7.9,71.56
23.4,218,7.2,6.5,71.54
23.4,218,7.34,7.6,71.54
23.4,213,7.2,7.7,71.49
23.4,537,7.4,2.7,71.44
23.4,979,7.3,2.6,71.37
23.4,191,7.2,7.7,71.28
23.4,514,8,8.5,71.03
23.4,152,7.4,7.8,70.87
23.4,706,7.4,1.9,70.81
23.4,141,7.3,7.6,70.75
23.4,134,7.2,7.4,70.68
23.4,131,7.6,7,70.64
23.4,115,7.27,7.5,70.47
23.4,114,7,7.7,70.46
23.4,110,7.3,7,70.41
23.4,1150,7.2,1.4,70.39
23.4,633,7.2,1.4,70.39
23.4,858,7.8,1.4,70.39
23.4,102,7.37,7.6,70.32
23.4,89,7.2,7.7,70.18
23.4,83,7.4,7.6,70.11
23.4,904,7.5,1,70.04
23.4,68,7.04,8,69.94
23.4,790,7.8,0.8,69.86
23.4,1350,7.9,0.4,69.5
23.4,821,7.5,0.4,69.5
23.4,920,7.6,0.3,69.41
23.4,843,7.3,0.1,69.23
23.4,924,7.9,8.3,68.67
23.4,518,8.3,8,68.67
23.4,500,8,8.2,67.1
23.4,568,8.2,7.4,67.1
23.4,536,7.4,8.1,65.24
23.4,592,8.1,7.5,65.24
23.4,560,8.03,7.7,63.76
23.4,1210,8.02,6.6,63.54
23.4,245,7.9,8.5,46.27
23.4,256,7.6,8.5,46.27
23.4,289,8.6,7.6,46.27
23.4,104,7.5,8.2,46.27
23.4,507,8.46,9.5,46.27
23.4,556,3.02,8.4,46.27
23.4,200,7.93,8.4,46.27
23.4,374,7.9,8.8,46.26
23.4,126,7.4,8.3,46.26
23.4,129,7.52,8.2,46.26
23.4,1110,8.3,9.8,46.24
23.4,341,8,8.8,46.23
23.4,448,7.7,6.4,46.23
23.4,604,8.62,9.5,46.23
23.4,89,7.9,8.3,46.22
23.4,134,7.9,8.4,46.22
23.4,422,8,9,46.2
23.4,223,7.35,8.6,46.2
23.4,239,7.94,8.3,46.16
23.4,564,8.4,9.8,46.15
23.4,96,7.4,8.4,46.14
23.4,428,7.3,6.1,46.14
23.4,490,7.96,9.2,46.13
23.4,563,8.3,9.5,46.12
23.4,183,7.9,8.6,46.11
23.4,306,7.5,8.4,46.1
23.4,391,7.7,6.3,46.09
23.4,319,7.68,8.4,46.06
23.4,262,7.4,8.8,46.05
23.4,214,7.96,8.7,46.05
23.4,107,7.76,8.5,46.03
23.4,229,7.9,8.2,46.02
23.4,654,8.5,9.8,46.01
23.4,1360,8.4,9.9,46.01
23.4,349,8,9,46.01
23.4,381,8,8.5,46.01
23.4,358,7.36,6.4,46.01
23.4,146,7.9,8.6,46
23.4,234,7.9,8.2,46
23.4,334,7.95,9,45.96
23.4,430,7.51,5.2,45.94
23.4,418,7.5,5.3,45.93
23.4,111,7.73,8.6,45.87
23.4,363,7.4,8.4,45.85
23.4,315,8.3,7.2,45.84
23.4,376,7.67,5.5,45.83
23.4,268,7.79,8.2,45.82
23.4,144,7.2,8.7,45.81
23.4,431,7.3,4.6,45.77
23.4,479,7.7,8.6,45.75
23.4,535,8.44,9.2,45.75
23.4,72,7.5,8.6,45.71
23.4,234,8.08,7.7,45.66
23.4,445,8,8.5,45.65
23.4,59,7.23,8.6,45.65
23.4,324,7.7,5.6,45.63
23.4,53,7.58,8.6,45.63
23.4,561,8.1,10.4,45.61
23.4,508,8.7,9.8,45.61
23.4,594,8.71,9.8,45.59
23.4,355,8.3,6.9,45.58
23.4,354,7.8,8.3,45.58
23.4,354,7.7,8.3,45.58
23.4,362,8,8.3,45.52
23.4,129,7.6,8.8,45.51
23.4,376,7.41,4.5,45.48
23.4,363,7,4.6,45.45
23.4,220,6.96,6.6,45.45
23.4,109,7.26,8.8,45.41
23.4,378,8,8.3,45.39
23.4,381,8.3,7.9,45.36
23.4,260,7.7,5.6,45.32
23.4,188,8,9,45.3
23.4,343,8.2,7.3,45.25
23.4,122,7.8,8.9,45.22
23.4,449,7.86,8.4,45.2
23.4,113,7.62,8.9,45.17
23.4,160,8,9,45.15
23.4,563,8.49,9,45.14
23.4,109,7.36,8.9,45.14
23.4,223,7.3,5.6,45.11
23.4,280,7.4,4.8,45.09
23.4,598,8.17,9.3,45.03
23.4,274,7.5,4.7,45.01
23.4,82,7.3,8.9,44.99
23.4,373,8.2,8,44.95
23.4,74,7.2,8.9,44.94
23.4,70,8,8.9,44.92
23.4,426,8.3,7.4,44.91
23.4,111,8,9,44.87
23.4,546,8.34,9.1,44.87
23.4,156,8,9.1,44.84
23.4,336,8.1,7.1,44.8
23.4,198,8,9.2,44.79
23.4,308,7.12,3.4,44.61
23.4,464,7.5,9.8,44.58
23.4,110,7.75,9.1,44.55
23.4,260,7.5,3.8,44.5
23.4,447,7.6,9.8,44.47
23.4,521,8.27,9.1,44.43
23.4,84,7.54,9.1,44.39
23.4,210,7.1,4.2,44.38
23.4,123,7.7,9.2,44.31
23.4,185,7.3,4.3,44.27
23.4,288,7.2,2.9,44.24
23.4,463,8.25,7.9,44.09
23.4,190,8,3.7,43.99
23.4,188,7.12,3.7,43.98
23.4,505,8.3,9,43.91
23.4,235,7.1,2.7,43.78
23.4,447,8.17,7.5,43.71
23.4,200,7.3,2.8,43.59
23.4,251,8,9.7,43.49
23.4,190,7.08,2.7,43.47
23.4,437,8,8.1,43.26
23.4,113,7.6,9.6,42.87
23.4,274,7.2,0.1,42.64
23.4,334,8,10.3,41.94
23.4,564,8.4,8.6,40.6
23.4,544,8.2,12.3,38.84
23.4,504,8.3,8.5,37.17
23.4,642,8.5,8.3,37.17
23.4,528,8.38,8.4,36.77
23.4,697,8.3,8.4,35
23.4,587,8.1,8.6,35
23.4,592,8.6,13.4,34.2
23.4,562,8.12,8.5,33
23.4,644,8.2,8.4,32.47
23.4,520,8.1,8.5,32.47
23.4,541,8.2,8.4,32.47
23.4,732,8.2,8.4,32.47
23.4,591,8.4,8.2,32.47
23.4,536,8.32,8.2,30.16
23.4,871,8.3,8.2,29.54
23.4,593,8.13,8.3,27.22
23.4,531,8.2,8.2,26.16
23.4,520,8.2,8.2,26.16
23.4,505,8.22,8.1,23.1
23.4,653,8.1,8.2,22.28
23.4,588,8.2,8.1,22.28
23.4,1600,7.7,7.2,20.82
23.4,2460,7.72,7.3,19.68
23.4,2830,7.4,7.3,19.61
23.4,2910,7.4,7,19.6
23.4,3060,7.4,8,19.58
23.4,3380,7.5,6.7,19.55
23.4,3550,7.64,7,19.54
23.4,5220,7.59,7.2,19.48
23.4,6100,7.98,7.3,19.47
23.4,6330,7.39,6.5,19.47
23.4,6000,7.06,7.4,19.47
23.4,9370,7.4,7.2,19.44
23.4,11400,8,6.5,19.44
23.4,14100,7.5,6.5,19.43
23.4,45500,7.94,6.5,19.41
23.4,471,8.4,9.5,19.4
23.4,269,8.8,8.8,19.4
23.4,235,8.5,8.9,19.4
23.4,340,4.4,8.4,19.39
23.4,257,8.4,9,19.38
23.4,308,8.38,9.1,19.36
23.4,418,8.4,9.6,19.35
23.4,314,8.5,9.3,19.35
23.4,270,4.1,8.3,19.34
23.4,138,8.3,8.8,19.33
23.4,250,8.3,9,19.31
23.4,278,4.4,8.4,19.31
23.4,302,8.3,9.1,19.3
23.4,386,8.26,9.3,19.3
23.4,407,8.4,9.2,19.29
23.4,267,8.5,9.3,19.27
23.4,319,8.4,9,19.26
23.4,465,8.4,9.8,19.26
23.4,336,8.36,9.6,19.25
23.4,443,8.12,9.5,19.23
23.4,287,8.5,8.8,19.21
23.4,386,8.5,9.6,19.2
23.4,269,8.3,9.6,19.16
23.4,260,8.3,8.9,19.14
23.4,354,8.2,9.9,19.12
23.4,224,8.31,8.8,19.1
23.4,224,8.6,8.5,19.08
23.4,419,8.4,9.9,19.02
23.4,234,8.63,9.3,19.02
23.4,246,8.6,9.4,18.95
23.4,342,8.4,9.8,18.94
23.4,59,8.1,8.6,18.92
23.4,223,8.9,9.1,18.88
23.4,320,8.5,9.7,18.87
23.4,413,8.4,10,18.85
23.4,230,8.2,8.8,18.8
23.4,284,4.42,8.8,18.8
23.4,246,6.5,6.3,18.78
23.4,286,8.1,9,18.77
23.4,189,8.3,8.6,18.75
23.4,201,8.2,8.7,18.67
23.4,297,8.8,9.5,18.61
23.4,280,8.59,9.7,18.56
23.4,318,8.2,8.9,18.55
23.4,469,8.4,9,18.55
23.4,250,8.64,9.6,18.54
23.4,321,8.2,8.9,18.53
23.4,421,8.18,9.1,18.46
23.4,440,8.4,8.9,18.38
23.4,440,8.2,9.1,18.38
23.4,184,8.18,8.6,18.35
23.4,296,8.5,8.5,18.33
23.4,401,8.65,10,18.32
23.4,498,8.4,9,18.32
23.4,233,8.82,9.5,18.31
23.4,251,8.4,8.5,18.29
23.4,388,8.46,8.7,18.23
23.4,296,8.4,10.1,18.19
23.4,316,8.1,8.9,18.16
23.4,316,8.5,8.5,18.16
23.4,318,8.3,8.7,18.14
23.4,430,8.4,8.8,18.02
23.4,442,8.51,8.7,17.95
23.4,327,8.28,8.7,17.95
23.4,436,9,9.9,17.92
23.4,290,8.3,8.6,17.92
23.4,234,8.8,9.7,17.91
23.4,192,8.1,8.6,17.9
23.4,244,8.1,8.7,17.88
23.4,261,8.1,8.7,17.69
23.4,272,8.22,8.6,17.68
23.4,364,8.6,10.3,17.59
23.4,234,8.1,8.6,17.41
23.4,340,8.2,8.7,17.33
23.4,204,8.02,8.6,17.28
23.4,426,8.5,10.7,17.16
23.4,256,8.1,8.6,17.12
23.4,306,8.06,8.7,16.82
23.4,337,8.38,10.8,16.77
23.4,402,8.13,8.8,16.65
23.4,350,8.42,8.4,16.61
23.4,393,8.1,8.8,16.56
23.4,302,8.2,8.5,16.41
23.4,321,8.8,10.5,16.39
23.4,285,4.2,9.9,16.21
23.4,315,8.6,10.8,16.1
23.4,357,8.17,8.6,16.06
23.4,358,8.7,10.9,15.82
23.4,419,8.46,8.4,15.74
23.4,446,8.4,8.5,15.6
23.4,303,8.2,8.4,15.46
23.4,456,8.3,8.6,15.4
23.4,365,8.1,8.6,15.21
23.4,335,8.2,8.4,14.76
23.4,245,8.8,11,14.74
23.4,488,8.3,8.6,14.69
23.4,348,8.2,8.4,14.46
23.4,401,8.3,8.4,14.38
